Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO region
,Chad,15.4542,18.7322,2020-06-15,850,73,720,57,AFRO
,Chile,-35.6751,-71.543,2020-06-15,179436,3362,148792,27282,PAHO
Anhui,China,31.8257,117.2264,2020-06-15,991,6,985,0,WPRO
Beijing,China,40.1824,116.4142,2020-06-15,700,9,584,107,WPRO
Chongqing,China,30.0572,107.874,2020-06-15,582,6,573,3,WPRO
Fujian,China,26.0789,117.9874,2020-06-15,362,1,356,5,WPRO
Gansu,China,35.7518,104.2861,2020-06-15,139,2,137,0,WPRO
Guangdong,China,23.3417,113.4244,2020-06-15,1628,8,1592,28,WPRO
Guangxi,China,23.8298,108.7881,2020-06-15,254,2,252,0,WPRO
Guizhou,China,26.8154,106.8748,2020-06-15,147,2,145,0,WPRO
Hainan,China,19.1959,109.7453,2020-06-15,171,6,163,2,WPRO
Hebei,China,39.549,116.1306,2020-06-15,335,6,0,329,WPRO
Heilongjiang,China,47.861999999999995,127.7615,2020-06-15,947,13,934,0,WPRO
Henan,China,37.8957,114.9042,2020-06-15,1276,22,0,1254,WPRO
Hong Kong,China,22.3,114.2,2020-06-15,1112,4,1067,41,WPRO
Hubei,China,30.9756,112.2707,2020-06-15,68135,4512,63623,0,WPRO
Hunan,China,27.6104,111.7088,2020-06-15,1019,4,1015,0,WPRO
Inner Mongolia,China,44.0935,113.9448,2020-06-15,238,1,234,3,WPRO
Jiangsu,China,32.9711,119.455,2020-06-15,653,0,653,0,WPRO
Jiangxi,China,27.614,115.7221,2020-06-15,932,1,931,0,WPRO
Jilin,China,43.6661,126.1923,2020-06-15,155,2,153,0,WPRO
Liaoning,China,41.2956,122.6085,2020-06-15,152,2,147,3,WPRO
Macau,China,22.1667,113.55,2020-06-15,45,0,45,0,WPRO
Ningxia,China,37.2692,106.1655,2020-06-15,75,0,75,0,WPRO
Qinghai,China,35.7452,95.9956,2020-06-15,18,0,18,0,WPRO
Shaanxi,China,35.1917,108.8701,2020-06-15,313,3,306,4,WPRO
Shandong,China,36.3427,118.1498,2020-06-15,792,7,783,2,WPRO
Shanghai,China,31.201999999999998,121.4491,2020-06-15,695,7,667,21,WPRO
Shanxi,China,37.5777,112.2922,2020-06-15,198,0,198,0,WPRO
Sichuan,China,30.6171,102.7103,2020-06-15,588,3,564,21,WPRO
Tianjin,China,39.3054,117.323,2020-06-15,196,3,189,4,WPRO
Tibet,China,31.6927,88.0924,2020-06-15,1,0,1,0,WPRO
Xinjiang,China,41.1129,85.2401,2020-06-15,76,3,73,0,WPRO
Yunnan,China,24.974,101.48700000000001,2020-06-15,185,2,183,0,WPRO
Zhejiang,China,29.1832,120.0934,2020-06-15,1268,1,1267,0,WPRO
,Colombia,4.5709,-74.2973,2020-06-15,53063,1726,19985,31352,PAHO
,Republic of the Congo,-0.228,15.8277,2020-06-15,883,27,391,465,AFRO
,Democratic Republic of the Congo,-4.0383,21.7587,2020-06-15,4837,112,613,4112,AFRO
,Costa Rica,9.7489,-83.7534,2020-06-15,1744,12,771,961,PAHO
,Cote d'Ivoire,7.54,-5.5471,2020-06-15,5439,46,2590,2803,AFRO
,Croatia,45.1,15.2,2020-06-15,2254,107,2140,7,EURO
,Cuba,21.521757,-77.78116700000002,2020-06-15,2262,84,0,2178,PAHO
,Cyprus,35.1264,33.4299,2020-06-15,985,18,807,160,EURO
,Czechia,49.8175,15.472999999999999,2020-06-15,10064,330,7296,2438,EURO
Faroe Islands,Denmark,61.8926,-6.9118,2020-06-15,187,0,187,0,EURO
Greenland,Greenland,71.7069,-42.6043,2020-06-15,13,0,13,0,EURO
,Denmark,56.2639,9.5018,2020-06-15,12217,598,11090,529,EURO
,Djibouti,11.8251,42.5903,2020-06-15,4501,43,3183,1275,EMRO
,Dominican Republic,18.7357,-70.1627,2020-06-15,23271,605,14025,8641,PAHO
,Ecuador,-1.8312,-78.1834,2020-06-15,47322,3929,23349,20044,PAHO
,Egypt,26.820553000000004,30.802497999999996,2020-06-15,46289,1672,12329,32288,EMRO
,El Salvador,13.7942,-88.8965,2020-06-15,3826,74,1926,1826,PAHO
,Equatorial Guinea,1.6508,10.2679,2020-06-15,1306,12,200,1094,AFRO
,Eritrea,15.1794,39.7823,2020-06-15,109,0,39,70,AFRO
,Estonia,58.5953,25.0136,2020-06-15,1974,69,1717,188,EURO
,Eswatini,-26.5225,31.4659,2020-06-15,506,4,249,253,AFRO
,Ethiopia,9.145,40.4897,2020-06-15,3521,60,620,2841,AFRO
,Fiji,-17.7134,178.065,2020-06-15,18,0,18,0,WPRO
,Finland,61.92411,25.748151,2020-06-15,7108,326,6200,582,EURO
French Guiana,France,3.9339,-53.1258,2020-06-15,1326,3,552,771,EURO
French Polynesia,France,-17.6797,149.4068,2020-06-15,60,0,60,0,EURO
Guadeloupe,France,16.265,-61.551,2020-06-15,171,14,157,0,EURO
Mayotte,France,-12.8275,45.166244,2020-06-15,2310,29,2058,223,EURO
New Caledonia,France,-20.904304999999997,165.618042,2020-06-15,21,0,21,0,EURO
Reunion,France,-21.1151,55.5364,2020-06-15,496,1,460,35,EURO
Saint Barthelemy,France,17.9,-62.8333,2020-06-15,6,0,6,0,EURO
St Martin,France,18.0708,-63.0501,2020-06-15,42,3,36,3,EURO
Martinique,France,14.6415,-61.0242,2020-06-15,202,14,98,90,EURO
,France,46.2276,2.2137,2020-06-15,189996,29375,69719,90902,EURO
,Gabon,-0.8037,11.6094,2020-06-15,4033,27,1334,2672,AFRO
,Gambia,13.4432,-15.3101,2020-06-15,30,1,24,5,AFRO
,Georgia,42.3154,43.3569,2020-06-15,879,14,704,161,EURO
,Germany,51.165690999999995,10.451526,2020-06-15,187682,8807,172692,6183,EURO
,Ghana,7.9465,-1.0232,2020-06-15,11964,54,4258,7652,AFRO
,Greece,39.0742,21.8243,2020-06-15,3134,184,1374,1576,EURO
,Guatemala,15.7835,-90.2308,2020-06-15,10272,399,1966,7907,PAHO
,Guinea,9.9456,-9.6966,2020-06-15,4572,26,3259,1287,AFRO
,Guyana,4.860416000000002,-58.93018000000001,2020-06-15,159,12,0,147,PAHO
,Haiti,18.9712,-72.2852,2020-06-15,4441,76,24,4341,PAHO
,Holy See,41.9029,12.4534,2020-06-15,12,0,12,0,EURO
,Honduras,15.2,-86.2419,2020-06-15,9178,322,1025,7831,PAHO
,Hungary,47.1625,19.5033,2020-06-15,4076,563,2485,1028,EURO
,Iceland,64.9631,-19.0208,2020-06-15,1811,10,1797,4,EURO
,India,20.593684,78.96288,2020-06-15,343091,9900,180013,153178,SEARO
,Indonesia,-0.7893,113.9213,2020-06-15,39294,2198,15123,21973,SEARO
,Iran,32.427908,53.68804599999999,2020-06-15,189876,8950,150590,30336,EMRO
,Iraq,33.223191,43.679291,2020-06-15,21315,652,9271,11392,EMRO
,Ireland,53.1424,-7.6921,2020-06-15,25321,1706,22698,917,EURO
,Israel,31.046051000000002,34.851612,2020-06-15,19237,302,15415,3520,EURO
,Italy,41.87194,12.56738,2020-06-15,237290,34371,177010,25909,EURO
,Jamaica,18.1096,-77.2975,2020-06-15,621,10,430,181,PAHO
,Japan,36.204824,138.252924,2020-06-15,17439,929,15567,943,WPRO
,Jordan,31.24,36.51,2020-06-15,979,9,692,278,EMRO
,Kazakhstan,48.0196,66.9237,2020-06-15,15192,81,9388,5723,EURO
,Kenya,-0.0236,37.9062,2020-06-15,3727,104,1286,2337,AFRO
,South Korea,35.90775700000001,127.766922,2020-06-15,12155,278,0,11877,WPRO
,Kuwait,29.311659999999996,47.481766,2020-06-15,36431,298,27531,8602,EMRO
,Kyrgyzstan,41.20438,74.766098,2020-06-15,2472,28,1847,597,EURO
,Latvia,56.8796,24.6032,2020-06-15,1097,28,845,224,EURO
,Lebanon,33.8547,35.8623,2020-06-15,1464,32,875,557,EMRO
,Liberia,6.4280550000000005,-9.429499,2020-06-15,498,33,221,244,AFRO
,Liechtenstein,47.14,9.55,2020-06-15,82,1,81,0,EURO
,Lithuania,55.1694,23.8813,2020-06-15,1773,76,1429,268,EURO
,Luxembourg,49.8153,6.1296,2020-06-15,4072,110,3931,31,EURO
,Madagascar,-18.766947000000002,46.869107,2020-06-15,1290,10,384,896,AFRO
,Malaysia,4.210483999999999,101.97576600000001,2020-06-15,8494,121,7400,973,WPRO
,Maldives,3.2028,73.2207,2020-06-15,2065,8,1540,517,SEARO
,Malta,35.9375,14.3754,2020-06-15,650,9,603,38,EURO
,Mauritania,21.0079,-10.9408,2020-06-15,1887,91,360,1436,AFRO
,Mauritius,-20.348404000000002,57.552152,2020-06-15,337,10,325,2,AFRO
,Mexico,23.6345,-102.5528,2020-06-15,150264,17580,112292,20392,PAHO
,Moldova,47.4116,28.3699,2020-06-15,11879,411,6794,4674,EURO
,Monaco,43.7333,7.4167,2020-06-15,99,4,93,2,EURO
,Mongolia,46.8625,103.8467,2020-06-15,197,0,109,88,WPRO
,Montenegro,42.708678000000006,19.37439,2020-06-15,326,9,315,2,EURO
,Morocco,31.7917,-7.0926,2020-06-15,8885,212,7828,845,EMRO
,Namibia,-22.9576,18.4904,2020-06-15,32,0,17,15,AFRO
,Nepal,28.1667,84.25,2020-06-15,6211,19,1041,5151,SEARO
Aruba,Netherlands,12.5211,-69.9683,2020-06-15,101,3,98,0,EURO
Curacao,Netherlands,12.1696,-68.99,2020-06-15,22,1,19,2,EURO
Sint Maarten,Netherlands,18.0425,-63.0548,2020-06-15,77,15,62,0,EURO
,Netherlands,52.1326,5.2913,2020-06-15,48948,6065,0,42883,EURO
,New Zealand,-40.9006,174.886,2020-06-15,1506,22,1482,2,WPRO
,Nicaragua,12.865416,-85.207229,2020-06-15,1464,55,953,456,PAHO
,Niger,17.607789,8.081666,2020-06-15,980,66,885,29,AFRO
,Nigeria,9.082,8.6753,2020-06-15,16658,424,5349,10885,AFRO
,North Macedonia,41.6086,21.7453,2020-06-15,4157,193,1723,2241,EURO
,Norway,60.472,8.4689,2020-06-15,8647,242,8138,267,EURO
,Oman,21.512583,55.92325500000001,2020-06-15,24524,108,0,24416,EMRO
,Pakistan,30.3753,69.3451,2020-06-15,148921,2839,56390,89692,EMRO
,Panama,8.538,-80.7821,2020-06-15,21422,448,13766,7208,PAHO
,Papua New Guinea,-6.314993,143.95555,2020-06-15,8,0,8,0,WPRO
,Paraguay,-23.4425,-58.4438,2020-06-15,1296,12,673,611,PAHO
,Peru,-9.19,-75.0152,2020-06-15,232992,6860,119409,106723,PAHO
,Philippines,12.879721,121.77401699999999,2020-06-15,26420,1098,6252,19070,WPRO
,Poland,51.9194,19.1451,2020-06-15,29788,1256,14383,14149,EURO
,Portugal,39.3999,-8.2245,2020-06-15,37036,1520,22852,12664,EURO
,Qatar,25.3548,51.1839,2020-06-15,80876,76,58681,22119,EMRO
,Romania,45.9432,24.9668,2020-06-15,22165,1427,15817,4921,EURO
,Russia,61.52401,105.31875600000001,2020-06-15,536484,7081,284021,245382,EURO
,Rwanda,-1.9403,29.8739,2020-06-15,612,2,338,272,AFRO
,Saint Lucia,13.9094,-60.9789,2020-06-15,19,0,18,1,PAHO
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-06-15,27,0,25,2,PAHO
,San Marino,43.9424,12.4578,2020-06-15,694,42,575,77,EURO
,Saudi Arabia,23.885942,45.079162,2020-06-15,132048,1011,87890,43147,EMRO
,Senegal,14.4974,-14.4524,2020-06-15,5173,64,3424,1685,AFRO
,Serbia,44.0165,21.0059,2020-06-15,12367,255,11561,551,EURO
,Seychelles,-4.6796,55.492,2020-06-15,11,0,11,0,AFRO
,Singapore,1.2833,103.8333,2020-06-15,40818,26,30366,10426,WPRO
,Slovakia,48.669,19.699,2020-06-15,1552,28,1410,114,EURO
,Slovenia,46.1512,14.9955,2020-06-15,1496,109,1359,28,EURO
,Somalia,5.152149,46.199616,2020-06-15,2642,88,622,1932,EMRO
,South Africa,-30.5595,22.9375,2020-06-15,73533,1568,39867,32098,AFRO
,Spain,40.463667,-3.7492199999999998,2020-06-15,244109,27136,150376,66597,EURO
,Sri Lanka,7.873054,80.77179699999998,2020-06-15,1905,11,0,1894,SEARO
,Sudan,12.8628,30.2176,2020-06-15,7435,468,2720,4247,EMRO
,Suriname,3.9193,-56.0278,2020-06-15,229,5,48,176,PAHO
,Sweden,60.128161,18.643501,2020-06-15,52383,4891,0,47492,EURO
,Switzerland,46.8182,8.2275,2020-06-15,31131,1939,28900,292,EURO
,Taiwan,23.7,121.0,2020-06-15,445,7,433,5,WPRO
,Tanzania,-6.369028,34.888822,2020-06-15,509,21,183,305,AFRO
,Thailand,15.870032,100.992541,2020-06-15,3135,58,2987,90,SEARO
,Togo,8.6195,0.8248,2020-06-15,531,13,299,219,AFRO
,Trinidad and Tobago,10.6918,-61.2225,2020-06-15,123,8,109,6,PAHO
,Tunisia,33.886917,9.537499,2020-06-15,1110,49,999,62,EMRO
,Turkey,38.9637,35.2433,2020-06-15,179831,4825,152364,22642,EURO
,Uganda,1.373333,32.290275,2020-06-15,705,0,299,406,AFRO
,Ukraine,48.3794,31.1656,2020-06-15,32536,911,14771,16854,EURO
,United Arab Emirates,23.424076,53.847818000000004,2020-06-15,42636,291,28129,14216,EMRO
Bermuda,United Kingdom,32.3078,-64.7505,2020-06-15,144,9,127,8,EURO
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-06-15,187,1,115,71,EURO
Channel Islands,United Kingdom,49.3723,-2.3644,2020-06-15,568,48,512,8,EURO
Gibraltar,United Kingdom,36.1408,-5.3536,2020-06-15,176,0,174,2,EURO
Isle of Man,United Kingdom,54.2361,-4.5481,2020-06-15,336,24,312,0,EURO
Montserrat,United Kingdom,16.742498,-62.187366000000004,2020-06-15,11,1,10,0,EURO
,United Kingdom,55.3781,-3.4360000000000004,2020-06-15,272430,41838,0,230592,EURO
,Uruguay,-32.5228,-55.7658,2020-06-15,848,23,792,33,PAHO
,US,40.0,-100.0,2020-06-15,2114026,116773,576334,1420919,PAHO
,Uzbekistan,41.377491,64.585262,2020-06-15,5263,19,4019,1225,EURO
,Venezuela,6.4238,-66.5897,2020-06-15,3062,26,835,2201,PAHO
,Vietnam,14.058323999999999,108.277199,2020-06-15,334,0,323,11,WPRO
,Zambia,-13.133897,27.849332,2020-06-15,1382,11,1142,229,AFRO
,Zimbabwe,-19.015438,29.154857,2020-06-15,387,4,54,329,AFRO
Diamond Princess,Canada,0.0,0.0,2020-06-15,0,1,0,-1,PAHO
,Dominica,15.415,-61.371,2020-06-15,18,0,16,2,PAHO
,Grenada,12.1165,-61.678999999999995,2020-06-15,23,0,22,1,PAHO
,Mozambique,-18.665695,35.529562,2020-06-15,609,3,0,606,AFRO
,Syria,34.802075,38.99681500000001,2020-06-15,177,6,0,171,EMRO
,Timor-Leste,-8.874217,125.727539,2020-06-15,24,0,0,24,SEARO
,Belize,17.1899,-88.4976,2020-06-15,21,2,16,3,PAHO
,Laos,19.856270000000002,102.495496,2020-06-15,19,0,19,0,WPRO
,Libya,26.3351,17.228331,2020-06-15,467,10,70,387,EMRO
,West Bank and Gaza,31.9522,35.2332,2020-06-15,505,3,415,87,EMRO
,Guinea-Bissau,11.8037,-15.1804,2020-06-15,1492,15,153,1324,AFRO
,Mali,17.570692,-3.996166000000001,2020-06-15,1860,104,0,1756,AFRO
,Saint Kitts and Nevis,17.357822,-62.782998,2020-06-15,15,0,15,0,PAHO
Northwest Territories,Canada,64.8255,-124.8457,2020-06-15,5,0,0,5,PAHO
Yukon,Canada,64.2823,-135.0,2020-06-15,11,0,0,11,PAHO
,Kosovo,42.602636,20.902977,2020-06-15,1486,33,953,500,EURO
,Burma,21.9162,95.956,2020-06-15,262,6,175,81,SEARO
Anguilla,United Kingdom,18.2206,-63.0686,2020-06-15,3,0,3,0,EURO
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-06-15,8,1,7,0,EURO
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-06-15,12,1,0,11,EURO
,Botswana,-22.3285,24.6849,2020-06-15,60,1,24,35,AFRO
,Burundi,-3.3731,29.9189,2020-06-15,85,1,45,39,AFRO
,Sierra Leone,8.460555000000001,-11.779889,2020-06-15,1176,51,683,442,AFRO
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-06-15,7,0,7,0,EURO
,Malawi,-13.2543,34.3015,2020-06-15,555,6,69,480,AFRO
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-06-15,13,0,13,0,EURO
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-06-15,1,0,1,0,EURO
,South Sudan,6.8770000000000024,31.307,2020-06-15,1693,27,0,1666,EMRO
,Western Sahara,24.2155,-12.8858,2020-06-15,9,1,8,0,AFRO
,Sao Tome and Principe,0.1864,6.6131,2020-06-15,662,12,177,473,AFRO
,Yemen,15.552726999999999,48.516388,2020-06-15,844,208,79,557,EMRO
,Comoros,-11.6455,43.3333,2020-06-15,176,2,114,60,AFRO
,Tajikistan,38.861,71.2761,2020-06-15,5097,50,3503,1544,EURO
,Lesotho,-29.61,28.2336,2020-06-15,4,0,2,2,AFRO
,Afghanistan,33.93911,67.709953,2020-06-16,26310,491,5508,20311,EMRO
,Albania,41.1533,20.1683,2020-06-16,1672,37,1064,571,EURO
,Algeria,28.0339,1.6596,2020-06-16,11147,788,7842,2517,AFRO
,Andorra,42.5063,1.5218,2020-06-16,854,52,789,13,EURO
,Angola,-11.2027,17.8739,2020-06-16,148,6,64,78,AFRO
,Antigua and Barbuda,17.0608,-61.7964,2020-06-16,26,3,22,1,PAHO
,Argentina,-38.4161,-63.6167,2020-06-16,34159,878,10174,23107,PAHO
,Armenia,40.0691,45.0382,2020-06-16,17489,293,6571,10625,EURO
Australian Capital Territory,Australia,-35.4735,149.0124,2020-06-16,108,3,105,0,WPRO
New South Wales,Australia,-33.8688,151.2093,2020-06-16,3135,48,2770,317,WPRO
Northern Territory,Australia,-12.4634,130.8456,2020-06-16,29,0,29,0,WPRO
Queensland,Australia,-27.4698,153.0251,2020-06-16,1066,6,1052,8,WPRO
South Australia,Australia,-34.9285,138.6007,2020-06-16,440,4,436,0,WPRO
Tasmania,Australia,-42.8821,147.3272,2020-06-16,228,13,213,2,WPRO
Victoria,Australia,-37.8136,144.9631,2020-06-16,1762,19,1664,79,WPRO
Western Australia,Australia,-31.9505,115.8605,2020-06-16,602,9,592,1,WPRO
,Austria,47.5162,14.5501,2020-06-16,17189,681,16089,419,EURO
,Azerbaijan,40.1431,47.5769,2020-06-16,10662,126,5948,4588,EURO
,Bahamas,25.025885,-78.035889,2020-06-16,104,11,72,21,PAHO
,Bahrain,26.0275,50.55,2020-06-16,19553,47,13866,5640,EMRO
,Bangladesh,23.685,90.3563,2020-06-16,94481,1262,36264,56955,SEARO
,Barbados,13.1939,-59.5432,2020-06-16,97,7,83,7,PAHO
,Belarus,53.7098,27.9534,2020-06-16,55369,318,31273,23778,EURO
,Belgium,50.8333,4.469936,2020-06-16,60155,9663,16625,33867,EURO
,Benin,9.3077,2.3158,2020-06-16,532,9,236,287,AFRO
,Bhutan,27.5142,90.4336,2020-06-16,67,0,24,43,SEARO
,Bolivia,-16.2902,-63.5887,2020-06-16,19883,659,3752,15472,PAHO
,Bosnia and Herzegovina,43.9159,17.6791,2020-06-16,3085,168,2178,739,EURO
,Brazil,-14.235,-51.9253,2020-06-16,923189,45241,490005,387943,PAHO
,Brunei,4.5353,114.7277,2020-06-16,141,3,138,0,WPRO
,Bulgaria,42.7339,25.4858,2020-06-16,3453,181,1817,1455,EURO
,Burkina Faso,12.2383,-1.5616,2020-06-16,895,53,807,35,AFRO
,Cabo Verde,16.5388,-23.0418,2020-06-16,781,7,354,420,AFRO
,Cambodia,11.55,104.9167,2020-06-16,128,0,126,2,WPRO
,Cameroon,3.8480000000000003,11.5021,2020-06-16,9864,276,5570,4018,AFRO
Alberta,Canada,53.9333,-116.5765,2020-06-16,7482,151,0,7331,PAHO
British Columbia,Canada,53.7267,-127.6476,2020-06-16,2756,168,0,2588,PAHO
Grand Princess,Canada,0.0,0.0,2020-06-16,13,0,0,13,PAHO
Manitoba,Canada,53.7609,-98.8139,2020-06-16,304,7,0,297,PAHO
New Brunswick,Canada,46.5653,-66.4619,2020-06-16,163,2,0,161,PAHO
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-06-16,261,3,0,258,PAHO
Nova Scotia,Canada,44.681999999999995,-63.7443,2020-06-16,1061,62,0,999,PAHO
Ontario,Canada,51.2538,-85.3232,2020-06-16,34174,2595,0,31579,PAHO
Prince Edward Island,Canada,46.5107,-63.4168,2020-06-16,27,0,0,27,PAHO
Quebec,Canada,52.9399,-73.5491,2020-06-16,54146,5269,0,48877,PAHO
Saskatchewan,Canada,52.9399,-106.4509,2020-06-16,684,13,0,671,PAHO
,Central African Republic,6.6111,20.9394,2020-06-16,2410,14,396,2000,AFRO
,Chad,15.4542,18.7322,2020-06-16,853,74,720,59,AFRO
,Chile,-35.6751,-71.543,2020-06-16,184449,3383,156232,24834,PAHO
Anhui,China,31.8257,117.2264,2020-06-16,991,6,985,0,WPRO
Beijing,China,40.1824,116.4142,2020-06-16,731,9,584,138,WPRO
Chongqing,China,30.0572,107.874,2020-06-16,582,6,573,3,WPRO
Fujian,China,26.0789,117.9874,2020-06-16,362,1,356,5,WPRO
Gansu,China,35.7518,104.2861,2020-06-16,149,2,137,10,WPRO
Guangdong,China,23.3417,113.4244,2020-06-16,1628,8,1593,27,WPRO
Guangxi,China,23.8298,108.7881,2020-06-16,254,2,252,0,WPRO
Guizhou,China,26.8154,106.8748,2020-06-16,147,2,145,0,WPRO
Hainan,China,19.1959,109.7453,2020-06-16,171,6,163,2,WPRO
Hebei,China,39.549,116.1306,2020-06-16,336,6,0,330,WPRO
Heilongjiang,China,47.861999999999995,127.7615,2020-06-16,947,13,934,0,WPRO
Henan,China,37.8957,114.9042,2020-06-16,1276,22,0,1254,WPRO
Hong Kong,China,22.3,114.2,2020-06-16,1112,4,1069,39,WPRO
Hubei,China,30.9756,112.2707,2020-06-16,68135,4512,63623,0,WPRO
Hunan,China,27.6104,111.7088,2020-06-16,1019,4,1015,0,WPRO
Inner Mongolia,China,44.0935,113.9448,2020-06-16,238,1,234,3,WPRO
Jiangsu,China,32.9711,119.455,2020-06-16,653,0,653,0,WPRO
Jiangxi,China,27.614,115.7221,2020-06-16,932,1,931,0,WPRO
Jilin,China,43.6661,126.1923,2020-06-16,155,2,153,0,WPRO
Liaoning,China,41.2956,122.6085,2020-06-16,152,2,147,3,WPRO
Macau,China,22.1667,113.55,2020-06-16,45,0,45,0,WPRO
Ningxia,China,37.2692,106.1655,2020-06-16,75,0,75,0,WPRO
Qinghai,China,35.7452,95.9956,2020-06-16,18,0,18,0,WPRO
Shaanxi,China,35.1917,108.8701,2020-06-16,313,3,306,4,WPRO
Shandong,China,36.3427,118.1498,2020-06-16,792,7,783,2,WPRO
Shanghai,China,31.201999999999998,121.4491,2020-06-16,695,7,667,21,WPRO
Shanxi,China,37.5777,112.2922,2020-06-16,198,0,198,0,WPRO
Sichuan,China,30.6171,102.7103,2020-06-16,589,3,565,21,WPRO
Tianjin,China,39.3054,117.323,2020-06-16,196,3,189,4,WPRO
Tibet,China,31.6927,88.0924,2020-06-16,1,0,1,0,WPRO
Xinjiang,China,41.1129,85.2401,2020-06-16,76,3,73,0,WPRO
Yunnan,China,24.974,101.48700000000001,2020-06-16,185,2,183,0,WPRO
Zhejiang,China,29.1832,120.0934,2020-06-16,1269,1,1267,1,WPRO
,Colombia,4.5709,-74.2973,2020-06-16,54931,1801,19986,33144,PAHO
,Republic of the Congo,-0.228,15.8277,2020-06-16,883,27,391,465,AFRO
,Democratic Republic of the Congo,-4.0383,21.7587,2020-06-16,4974,112,628,4234,AFRO
,Costa Rica,9.7489,-83.7534,2020-06-16,1796,12,794,990,PAHO
,Cote d'Ivoire,7.54,-5.5471,2020-06-16,5679,46,2637,2996,AFRO
,Croatia,45.1,15.2,2020-06-16,2255,107,2140,8,EURO
,Cuba,21.521757,-77.78116700000002,2020-06-16,2273,84,0,2189,PAHO
,Cyprus,35.1264,33.4299,2020-06-16,985,18,816,151,EURO
,Czechia,49.8175,15.472999999999999,2020-06-16,10111,331,7358,2422,EURO
Faroe Islands,Denmark,61.8926,-6.9118,2020-06-16,187,0,187,0,EURO
Greenland,Greenland,71.7069,-42.6043,2020-06-16,13,0,13,0,EURO
,Denmark,56.2639,9.5018,2020-06-16,12250,598,11125,527,EURO
,Djibouti,11.8251,42.5903,2020-06-16,4539,43,3324,1172,EMRO
,Dominican Republic,18.7357,-70.1627,2020-06-16,23686,615,14133,8938,PAHO
,Ecuador,-1.8312,-78.1834,2020-06-16,47943,3970,23684,20289,PAHO
,Egypt,26.820553000000004,30.802497999999996,2020-06-16,47856,1766,12730,33360,EMRO
,El Salvador,13.7942,-88.8965,2020-06-16,3941,76,2041,1824,PAHO
,Equatorial Guinea,1.6508,10.2679,2020-06-16,1664,32,515,1117,AFRO
,Eritrea,15.1794,39.7823,2020-06-16,121,0,39,82,AFRO
,Estonia,58.5953,25.0136,2020-06-16,1975,69,1728,178,EURO
,Eswatini,-26.5225,31.4659,2020-06-16,520,4,259,257,AFRO
,Ethiopia,9.145,40.4897,2020-06-16,3630,61,738,2831,AFRO
,Fiji,-17.7134,178.065,2020-06-16,18,0,18,0,WPRO
,Finland,61.92411,25.748151,2020-06-16,7112,326,6200,586,EURO
French Guiana,France,3.9339,-53.1258,2020-06-16,1421,5,619,797,EURO
French Polynesia,France,-17.6797,149.4068,2020-06-16,60,0,60,0,EURO
Guadeloupe,France,16.265,-61.551,2020-06-16,171,14,157,0,EURO
Mayotte,France,-12.8275,45.166244,2020-06-16,2333,29,2058,246,EURO
New Caledonia,France,-20.904304999999997,165.618042,2020-06-16,21,0,21,0,EURO
Reunion,France,-21.1151,55.5364,2020-06-16,495,1,460,34,EURO
Saint Barthelemy,France,17.9,-62.8333,2020-06-16,6,0,6,0,EURO
St Martin,France,18.0708,-63.0501,2020-06-16,42,3,36,3,EURO
Martinique,France,14.6415,-61.0242,2020-06-16,202,14,98,90,EURO
,France,46.2276,2.2137,2020-06-16,190223,29484,69943,90796,EURO
,Gabon,-0.8037,11.6094,2020-06-16,4114,29,1432,2653,AFRO
,Gambia,13.4432,-15.3101,2020-06-16,34,1,24,9,AFRO
,Georgia,42.3154,43.3569,2020-06-16,879,14,724,141,EURO
,Germany,51.165690999999995,10.451526,2020-06-16,188252,8820,172842,6590,EURO
,Ghana,7.9465,-1.0232,2020-06-16,12193,58,4326,7809,AFRO
,Greece,39.0742,21.8243,2020-06-16,3148,185,1374,1589,EURO
,Guatemala,15.7835,-90.2308,2020-06-16,10706,418,2096,8192,PAHO
,Guinea,9.9456,-9.6966,2020-06-16,4639,26,3327,1286,AFRO
,Guyana,4.860416000000002,-58.93018000000001,2020-06-16,171,12,0,159,PAHO
,Haiti,18.9712,-72.2852,2020-06-16,4547,80,24,4443,PAHO
,Holy See,41.9029,12.4534,2020-06-16,12,0,12,0,EURO
,Honduras,15.2,-86.2419,2020-06-16,9656,330,1075,8251,PAHO
,Hungary,47.1625,19.5033,2020-06-16,4077,565,2516,996,EURO
,Iceland,64.9631,-19.0208,2020-06-16,1812,10,1796,6,EURO
,India,20.593684,78.96288,2020-06-16,354065,11903,186935,155227,SEARO
,Indonesia,-0.7893,113.9213,2020-06-16,40400,2231,15703,22466,SEARO
,Iran,32.427908,53.68804599999999,2020-06-16,192439,9065,152675,30699,EMRO
,Iraq,33.223191,43.679291,2020-06-16,22700,712,9862,12126,EMRO
,Ireland,53.1424,-7.6921,2020-06-16,25334,1709,22698,927,EURO
